# Generated 20260524-114134 — 350 distinct sponsors, cascade-aware buckets for AMB-700829 wave
# bucket|slug|EP|ETSize|DTL|DTR|DirectSponsored|MemberId|currentRank=0(Lifestyle)
F_Filler|lt-a222f227-w5-i189-9f5784|6|0|6.0000|6.0000|0|AMB-529324|Lifestyle
F_Filler|lt-ecd8fb8e-w1-i179-892234|6|0|0.0000|0.0000|0|AMB-154222|Lifestyle
F_Filler|lt-9d788e06-w1-i329-c823c7|6|0|0.0000|0.0000|0|AMB-877415|Lifestyle
F_Filler|lt-b036a425-w1-i312-99a560|6|0|0.0000|0.0000|0|AMB-244191|Lifestyle
F_Filler|lt-9d788e06-w1-i291-bfd650|6|0|0.0000|0.0000|0|AMB-648177|Lifestyle
F_Filler|lt-9d788e06-w1-i187-f5275a|6|0|6.0000|6.0000|0|AMB-295076|Lifestyle
F_Filler|lt-a222f227-w5-i35-55c48c|6|0|6.0000|6.0000|0|AMB-512250|Lifestyle
F_Filler|lt-a222f227-w3-i48-bbc4f3|6|0|42.0000|42.0000|0|AMB-699073|Lifestyle
F_Filler|lt-a222f227-w4-i21-b955a4|6|0|18.0000|18.0000|0|AMB-594454|Lifestyle
F_Filler|lt-a222f227-w4-i114-ee3d26|6|0|18.0000|18.0000|0|AMB-611966|Lifestyle
F_Filler|lt-9d788e06-w1-i8-a9aebf|6|0|0.0000|0.0000|0|AMB-894787|Lifestyle
F_Filler|lt-9d788e06-w1-i229-4e2411|6|0|0.0000|0.0000|0|AMB-290130|Lifestyle
F_Filler|lt-a222f227-w4-i20-1721bf|6|0|18.0000|18.0000|0|AMB-119524|Lifestyle
F_Filler|lt-9d788e06-w1-i145-a699e8|6|0|0.0000|0.0000|0|AMB-956026|Lifestyle
F_Filler|lt-c4b8202b-w1-i287-86bbfd|6|0|0.0000|0.0000|0|AMB-788160|Lifestyle
F_Filler|lt-ecd8fb8e-w1-i115-c0539c|6|0|0.0000|0.0000|0|AMB-484137|Lifestyle
F_Filler|lt-a222f227-w5-i177-90abab|6|0|6.0000|6.0000|0|AMB-692576|Lifestyle
F_Filler|lt-b036a425-w1-i275-874a53|6|0|0.0000|0.0000|0|AMB-739812|Lifestyle
F_Filler|lt-b036a425-w1-i246-52dd65|6|0|0.0000|0.0000|0|AMB-611101|Lifestyle
F_Filler|lt-9d788e06-w1-i206-79547f|6|0|18.0000|18.0000|0|AMB-507316|Lifestyle
F_Filler|lt-b036a425-w1-i270-ad1d44|6|0|0.0000|0.0000|0|AMB-681513|Lifestyle
F_Filler|lt-ecd8fb8e-w1-i219-6c6d5a|6|0|0.0000|0.0000|0|AMB-401211|Lifestyle
F_Filler|lt-ecd8fb8e-w1-i60-851020|6|0|0.0000|0.0000|0|AMB-971978|Lifestyle
F_Filler|lt-ecd8fb8e-w1-i299-5b2c0d|6|0|0.0000|0.0000|0|AMB-201931|Lifestyle
F_Filler|lt-ecd8fb8e-w1-i7-e38171|6|0|0.0000|0.0000|0|AMB-670141|Lifestyle
F_Filler|lt-a222f227-w4-i22-c79260|6|0|18.0000|18.0000|0|AMB-277632|Lifestyle
F_Filler|lt-a222f227-w5-i184-d68640|6|0|6.0000|6.0000|0|AMB-485456|Lifestyle
F_Filler|lt-b036a425-w1-i214-e21759|6|0|0.0000|0.0000|0|AMB-911727|Lifestyle
F_Filler|lt-c727361f-l50-4-aba804|6|0|750.0000|774.0000|0|AMB-436299|Lifestyle
F_Filler|lt-c4b8202b-w1-i1-6c0e33|6|0|0.0000|0.0000|0|AMB-739242|Lifestyle
F_Filler|lt-9d788e06-w1-i371-c57211|6|0|0.0000|0.0000|0|AMB-371072|Lifestyle
F_Filler|lt-c4b8202b-w1-i14-ff6a71|6|0|6.0000|6.0000|0|AMB-346960|Lifestyle
F_Filler|lt-ecd8fb8e-w1-i262-14b5ec|6|0|0.0000|0.0000|0|AMB-131213|Lifestyle
F_Filler|lt-a222f227-w4-i89-187ff2|6|0|18.0000|18.0000|0|AMB-819421|Lifestyle
F_Filler|lt-9d788e06-w1-i320-d37820|6|0|0.0000|0.0000|0|AMB-279911|Lifestyle
F_Filler|lt-9d788e06-w1-i257-950251|6|0|6.0000|6.0000|0|AMB-868835|Lifestyle
F_Filler|lt-b036a425-w1-i290-888f7c|6|0|0.0000|0.0000|0|AMB-887414|Lifestyle
F_Filler|lt-a222f227-w4-i12-010dd1|6|0|42.0000|42.0000|0|AMB-812831|Lifestyle
F_Filler|lt-9d788e06-w1-i322-353108|6|0|0.0000|0.0000|0|AMB-281649|Lifestyle
F_Filler|lt-c4b8202b-w1-i134-94232a|6|0|0.0000|0.0000|0|AMB-550828|Lifestyle
F_Filler|lt-ecd8fb8e-w1-i201-29623f|6|0|0.0000|0.0000|0|AMB-708028|Lifestyle
F_Filler|lt-a222f227-w3-i43-f79346|6|0|42.0000|42.0000|0|AMB-517379|Lifestyle
F_Filler|lt-8ff5dfd4-w1-i144-d9c0c0|6|0|150.0000|18.0000|0|AMB-591716|Lifestyle
F_Filler|lt-9d788e06-w1-i258-f783da|6|0|0.0000|6.0000|0|AMB-144019|Lifestyle
F_Filler|lt-a222f227-w5-i135-532eb2|6|0|6.0000|6.0000|0|AMB-190207|Lifestyle
F_Filler|lt-ecd8fb8e-w1-i12-9a6f16|6|0|6.0000|6.0000|0|AMB-084056|Lifestyle
F_Filler|lt-8ff5dfd4-w1-i46-50950d|6|0|30.0000|6.0000|0|AMB-508132|Lifestyle
F_Filler|lt-8ff5dfd4-w1-i177-ee39c0|6|0|30.0000|6.0000|0|AMB-937899|Lifestyle
F_Filler|lt-8ff5dfd4-w1-i16-da82c5|6|0|18.0000|6.0000|0|AMB-118055|Lifestyle
F_Filler|lt-9d788e06-w1-i361-b8f68e|6|0|0.0000|0.0000|0|AMB-389805|Lifestyle
F_Filler|lt-c4b8202b-w1-i245-65c42d|6|0|0.0000|0.0000|0|AMB-240810|Lifestyle
F_Filler|lt-8ff5dfd4-w1-i199-fc5f9d|6|0|18.0000|6.0000|0|AMB-143747|Lifestyle
F_Filler|lt-9d788e06-w1-i398-6b7569|6|0|0.0000|0.0000|0|AMB-402678|Lifestyle
F_Filler|lt-b036a425-w1-i215-61d06e|6|0|0.0000|0.0000|0|AMB-556044|Lifestyle
F_Filler|lt-c4b8202b-w1-i5-eed00f|6|0|0.0000|0.0000|0|AMB-885004|Lifestyle
F_Filler|lt-a222f227-w4-i67-3cae63|6|0|42.0000|18.0000|0|AMB-920620|Lifestyle
F_Filler|lt-b036a425-w1-i15-ff2479|6|0|0.0000|0.0000|0|AMB-610068|Lifestyle
F_Filler|lt-c4b8202b-w1-i37-dbdc3d|6|0|0.0000|0.0000|0|AMB-650786|Lifestyle
F_Filler|lt-ecd8fb8e-w1-i261-a52e75|6|0|0.0000|0.0000|0|AMB-987803|Lifestyle
F_Filler|lt-8ff5dfd4-w1-i58-68099e|6|0|6.0000|6.0000|0|AMB-997067|Lifestyle
F_Filler|lt-b036a425-w1-i243-dfc83d|6|0|0.0000|0.0000|0|AMB-572117|Lifestyle
F_Filler|lt-a222f227-w3-i42-3ffb30|6|0|42.0000|42.0000|0|AMB-367989|Lifestyle
F_Filler|lt-a222f227-w5-i195-f21515|6|0|6.0000|6.0000|0|AMB-774182|Lifestyle
F_Filler|lt-c4b8202b-w1-i247-381b2e|6|0|0.0000|0.0000|0|AMB-902907|Lifestyle
F_Filler|lt-9d788e06-w1-i65-d91937|6|0|6.0000|6.0000|0|AMB-975791|Lifestyle
F_Filler|lt-8ff5dfd4-w1-i163-dc95be|6|0|114.0000|18.0000|0|AMB-823165|Lifestyle
F_Filler|lt-a222f227-w5-i147-4a41db|6|0|6.0000|6.0000|0|AMB-434916|Lifestyle
F_Filler|lt-b036a425-w1-i310-2db095|6|0|0.0000|0.0000|0|AMB-267796|Lifestyle
F_Filler|lt-b036a425-w1-i281-4cd904|6|0|0.0000|0.0000|0|AMB-705066|Lifestyle
F_Filler|lt-ecd8fb8e-w1-i171-e168e3|6|0|6.0000|6.0000|0|AMB-066990|Lifestyle
F_Filler|lt-a222f227-w4-i41-e1a369|6|0|18.0000|18.0000|0|AMB-327945|Lifestyle
F_Filler|lt-b036a425-w1-i52-ac6804|6|0|0.0000|0.0000|0|AMB-236329|Lifestyle
F_Filler|lt-a222f227-w3-i55-ba30d7|6|0|42.0000|42.0000|0|AMB-699318|Lifestyle
F_Filler|lt-c4b8202b-w1-i133-e0b024|6|0|0.0000|0.0000|0|AMB-131374|Lifestyle
F_Filler|lt-a222f227-w4-i40-81975f|6|0|18.0000|18.0000|0|AMB-482997|Lifestyle
F_Filler|lt-9d788e06-w1-i255-0f970d|6|0|0.0000|0.0000|0|AMB-849002|Lifestyle
F_Filler|lt-b036a425-w1-i56-c1a22b|6|0|0.0000|0.0000|0|AMB-826165|Lifestyle
F_Filler|lt-9d788e06-w1-i19-1c1b7d|6|0|0.0000|0.0000|0|AMB-436324|Lifestyle
F_Filler|lt-a222f227-w3-i12-dff96b|6|0|66.0000|54.0000|0|AMB-066263|Lifestyle
F_Filler|lt-9d788e06-w1-i345-d297e7|6|0|0.0000|0.0000|0|AMB-122782|Lifestyle
F_Filler|lt-b036a425-w1-i250-42f16b|6|0|0.0000|0.0000|0|AMB-219866|Lifestyle
F_Filler|lt-9d788e06-w1-i396-a56ecd|6|0|6.0000|6.0000|0|AMB-332377|Lifestyle
F_Filler|lt-9d788e06-w1-i244-b48ede|6|0|6.0000|6.0000|0|AMB-616813|Lifestyle
F_Filler|lt-b036a425-w1-i240-a4e625|6|0|0.0000|0.0000|0|AMB-987984|Lifestyle
F_Filler|lt-c4b8202b-w1-i49-d135a3|6|0|6.0000|6.0000|0|AMB-037683|Lifestyle
F_Filler|lt-ecd8fb8e-w1-i181-7737fd|6|0|0.0000|0.0000|0|AMB-171337|Lifestyle
F_Filler|lt-9d788e06-w1-i25-52d3c7|6|0|0.0000|0.0000|0|AMB-314764|Lifestyle
F_Filler|lt-b036a425-w1-i127-089039|6|0|0.0000|0.0000|0|AMB-503597|Lifestyle
F_Filler|lt-a222f227-w5-i194-e602a3|6|0|6.0000|6.0000|0|AMB-451763|Lifestyle
F_Filler|lt-ecd8fb8e-w1-i288-30acb7|6|0|0.0000|0.0000|0|AMB-407413|Lifestyle
F_Filler|lt-c4b8202b-w1-i294-0716a6|6|0|6.0000|6.0000|0|AMB-177998|Lifestyle
F_Filler|lt-b036a425-w1-i84-54b943|6|0|0.0000|0.0000|0|AMB-883197|Lifestyle
F_Filler|lt-a222f227-w3-i13-114b0b|6|0|102.0000|90.0000|0|AMB-731109|Lifestyle
F_Filler|lt-ecd8fb8e-w1-i190-7c53e6|6|0|0.0000|0.0000|0|AMB-946749|Lifestyle
F_Filler|lt-c4b8202b-w1-i8-f2989f|6|0|6.0000|6.0000|0|AMB-714446|Lifestyle
F_Filler|lt-c4b8202b-w1-i285-cc147b|6|0|0.0000|0.0000|0|AMB-402778|Lifestyle
F_Filler|lt-a222f227-w4-i66-57f127|6|0|18.0000|18.0000|0|AMB-027468|Lifestyle
F_Filler|lt-b036a425-w1-i303-64d739|6|0|0.0000|0.0000|0|AMB-296249|Lifestyle
F_Filler|lt-ecd8fb8e-w1-i158-80b76e|6|0|0.0000|0.0000|0|AMB-065751|Lifestyle
F_Filler|lt-ecd8fb8e-w1-i116-082eb1|6|0|0.0000|0.0000|0|AMB-544863|Lifestyle
F_Filler|lt-9d788e06-w1-i309-8b069a|6|0|0.0000|0.0000|0|AMB-061703|Lifestyle
F_Filler|lt-9d788e06-w1-i389-b5a43a|6|0|0.0000|0.0000|0|AMB-685214|Lifestyle
F_Filler|lt-b036a425-w1-i149-c64d49|6|0|0.0000|0.0000|0|AMB-704006|Lifestyle
F_Filler|lt-ecd8fb8e-w1-i233-067366|6|0|150.0000|12.0000|0|AMB-886312|Lifestyle
F_Filler|lt-a222f227-w5-i104-10d12e|6|0|6.0000|6.0000|0|AMB-681708|Lifestyle
F_Filler|lt-b036a425-w1-i32-3aa959|6|0|0.0000|0.0000|0|AMB-973235|Lifestyle
F_Filler|lt-c4b8202b-w1-i70-de619e|6|0|6.0000|6.0000|0|AMB-510261|Lifestyle
F_Filler|lt-a222f227-w3-i58-40ca1d|6|0|66.0000|42.0000|0|AMB-458123|Lifestyle
F_Filler|lt-8ff5dfd4-w1-i165-fc6991|6|0|114.0000|18.0000|0|AMB-692886|Lifestyle
F_Filler|lt-a222f227-w5-i97-e8d4f7|6|0|6.0000|6.0000|0|AMB-363081|Lifestyle
F_Filler|lt-a222f227-w5-i107-e3fbb4|6|0|6.0000|6.0000|0|AMB-764180|Lifestyle
F_Filler|lt-c4b8202b-w1-i91-5e1c6d|6|0|6.0000|6.0000|0|AMB-710173|Lifestyle
