# Upline check
# b|s|EP|ETS|DTL|DTR|DS|MID|R
U||12|0|6.0000|6.0000|0|AMB-615659|0
U||12|0|6.0000|18.0000|0|AMB-616813|0
U||120|0|54.0000|18.0000|0|AMB-618055|1
U||12|0|6.0000|6.0000|0|AMB-618081|0
U||12|0|6.0000|6.0000|0|AMB-619298|0
U||12|0|18.0000|30.0000|0|AMB-619548|0
U||18|0|18.0000|18.0000|0|AMB-624261|0
U||12|0|6.0000|6.0000|0|AMB-625654|0
U||12|0|6.0000|6.0000|0|AMB-626032|0
U||12|0|.0000|.0000|0|AMB-626493|0
U||12|0|.0000|.0000|0|AMB-628257|0
U||150|0|18.0000|18.0000|0|AMB-632691|2
U||12|0|.0000|.0000|0|AMB-633447|0
U||12|0|.0000|.0000|0|AMB-638717|0
U||12|0|6.0000|6.0000|0|AMB-640781|0
U||12|0|12.0000|12.0000|0|AMB-641329|0
U||12|0|.0000|.0000|0|AMB-643914|0
U||12|0|.0000|.0000|0|AMB-644115|0
U||18|0|.0000|12.0000|0|AMB-648177|0
U||12|0|30.0000|30.0000|0|AMB-649558|0
U||12|0|.0000|.0000|0|AMB-649733|0
U||12|0|6.0000|6.0000|0|AMB-650044|0
U||18|0|6.0000|6.0000|0|AMB-650409|0
U||12|0|.0000|.0000|0|AMB-650786|0
U||12|0|.0000|.0000|0|AMB-653301|0
U||60|0|.0000|.0000|0|AMB-655831|1
U||72|0|54.0000|858.0000|0|AMB-658024|1
U||12|0|.0000|.0000|0|AMB-658165|0
U||12|0|.0000|.0000|0|AMB-662452|0
U||12|0|156.0000|150.0000|0|AMB-664661|0
U||12|0|18.0000|30.0000|0|AMB-666754|0
U||12|0|18.0000|6.0000|0|AMB-668683|0
U||18|0|6.0000|6.0000|0|AMB-670141|0
U||12|0|6.0000|6.0000|0|AMB-671385|0
U||12|0|6.0000|6.0000|0|AMB-671921|0
U||12|0|.0000|.0000|0|AMB-675786|0
U||12|0|.0000|.0000|0|AMB-677472|0
U||12|0|.0000|.0000|0|AMB-677659|0
U||18|0|6.0000|18.0000|0|AMB-678630|0
U||714|0|2574.0000|2424.0000|0|AMB-679522|5
U||12|0|258.0000|180.0000|0|AMB-680458|0
U||18|0|.0000|.0000|0|AMB-681513|0
U||18|0|18.0000|18.0000|0|AMB-681708|0
U||12|0|114.0000|144.0000|0|AMB-684521|0
U||12|0|18.0000|6.0000|0|AMB-685214|0
U||12|0|.0000|.0000|0|AMB-687000|0
U||60|0|30.0000|30.0000|0|AMB-687533|1
U||12|0|42.0000|42.0000|0|AMB-688728|0
U||12|0|.0000|6.0000|0|AMB-688758|0
U||60|0|.0000|.0000|0|AMB-691253|1
U||12|0|6.0000|18.0000|0|AMB-692576|0
U||12|0|114.0000|18.0000|0|AMB-692886|0
U||12|0|6.0000|6.0000|0|AMB-693131|0
U||18|0|30.0000|42.0000|0|AMB-695600|0
U||12|0|6.0000|6.0000|0|AMB-695772|0
U||12|0|18.0000|18.0000|0|AMB-696282|0
U||12|0|36.0000|18.0000|0|AMB-696402|0
U||408|0|54.0000|666.0000|0|AMB-697885|3
U||72|0|774.0000|414.0000|0|AMB-698083|1
U||18|0|90.0000|78.0000|0|AMB-699318|0
U||12|0|18.0000|30.0000|0|AMB-699471|0
U||12|0|.0000|.0000|0|AMB-701757|0
U||18|0|18.0000|42.0000|0|AMB-701850|0
U||18|0|.0000|.0000|0|AMB-703000|0
U||12|0|.0000|.0000|0|AMB-703525|0
U||12|0|162.0000|126.0000|0|AMB-703552|0
U||12|0|.0000|.0000|0|AMB-704006|0
U||12|0|18.0000|18.0000|0|AMB-705222|0
U||60|0|6.0000|78.0000|0|AMB-707855|1
U||12|0|6.0000|6.0000|0|AMB-708028|0
U||12|0|6.0000|18.0000|0|AMB-710173|0
U||12|0|6.0000|6.0000|0|AMB-710174|0
U||408|0|18.0000|834.0000|0|AMB-710416|3
U||12|0|18.0000|18.0000|0|AMB-713888|0
U||12|0|6.0000|6.0000|0|AMB-714446|0
U||12|0|6.0000|6.0000|0|AMB-715518|0
U||12|0|.0000|.0000|0|AMB-717476|0
U||12|0|12.0000|.0000|0|AMB-717490|0
U||12|0|186.0000|186.0000|0|AMB-720708|0
U||12|0|18.0000|18.0000|0|AMB-722812|0
U||78|0|6.0000|6.0000|0|AMB-723254|1
U||12|0|30.0000|42.0000|0|AMB-725642|0
U||12|0|.0000|.0000|0|AMB-726496|0
U||84|0|6.0000|18.0000|0|AMB-727617|1
U||12|0|.0000|.0000|0|AMB-727642|0
U||12|0|72.0000|66.0000|0|AMB-729445|0
U||12|0|6.0000|6.0000|0|AMB-731690|0
U||12|0|6.0000|6.0000|0|AMB-733364|0
U||18|0|42.0000|30.0000|0|AMB-733964|0
U||72|0|42.0000|6.0000|0|AMB-737549|1
U||12|0|.0000|.0000|0|AMB-738511|0
U||12|0|90.0000|78.0000|0|AMB-738897|0
U||12|0|.0000|.0000|0|AMB-739034|0
U||18|0|.0000|.0000|0|AMB-739242|0
U||18|0|6.0000|6.0000|0|AMB-739812|0
U||18|0|6.0000|18.0000|0|AMB-741906|0
U||12|0|.0000|.0000|0|AMB-743311|0
U||12|0|6.0000|6.0000|0|AMB-744937|0
U||12|0|.0000|12.0000|0|AMB-746032|0
U||12|0|30.0000|18.0000|0|AMB-746181|0
U||12|0|174.0000|162.0000|0|AMB-746420|0
U||12|0|.0000|.0000|0|AMB-748554|0
U||12|0|.0000|.0000|0|AMB-749433|0
U||18|0|.0000|.0000|0|AMB-751897|0
U||18|0|.0000|.0000|0|AMB-754504|0
U||12|0|66.0000|78.0000|0|AMB-754914|0
U||12|0|.0000|.0000|0|AMB-755916|0
U||12|0|6.0000|6.0000|0|AMB-756427|0
U||12|0|6.0000|6.0000|0|AMB-758930|0
U||12|0|6.0000|6.0000|0|AMB-759592|0
U||12|0|6.0000|6.0000|0|AMB-762029|0
U||12|0|18.0000|6.0000|0|AMB-762477|0
U||12|0|.0000|.0000|0|AMB-762825|0
U||18|0|6.0000|18.0000|0|AMB-764180|0
U||12|0|42.0000|30.0000|0|AMB-765370|0
U||12|0|6.0000|6.0000|0|AMB-765809|0
U||12|0|18.0000|18.0000|0|AMB-766366|0
U||18|0|66.0000|42.0000|0|AMB-766993|0
U||18|0|42.0000|42.0000|0|AMB-767088|0
U||12|0|.0000|.0000|0|AMB-769286|0
U||12|0|18.0000|18.0000|0|AMB-770387|0
U||12|0|.0000|.0000|0|AMB-770983|0
U||12|0|30.0000|42.0000|0|AMB-772544|0
U||60|0|270.0000|42.0000|0|AMB-772645|1
U||18|0|12.0000|18.0000|0|AMB-772786|0
U||12|0|.0000|.0000|0|AMB-773863|0
U||12|0|18.0000|18.0000|0|AMB-774153|0
U||12|0|6.0000|6.0000|0|AMB-774182|0
U||12|0|24.0000|18.0000|0|AMB-774364|0
U||12|0|18.0000|48.0000|0|AMB-776255|0
U||12|0|6.0000|6.0000|0|AMB-776750|0
U||18|0|.0000|.0000|0|AMB-776864|0
U||234|0|42.0000|1014.0000|0|AMB-778503|3
U||12|0|.0000|.0000|0|AMB-779085|0
U||18|0|318.0000|54.0000|0|AMB-780488|0
U||12|0|.0000|.0000|0|AMB-781682|0
U||12|0|6.0000|18.0000|0|AMB-782041|0
U||12|0|18.0000|18.0000|0|AMB-782341|0
U||66|0|.0000|.0000|0|AMB-783772|1
U||12|0|54.0000|90.0000|0|AMB-783798|0
U||12|0|.0000|.0000|0|AMB-783852|0
U||12|0|.0000|.0000|0|AMB-784853|0
U||12|0|30.0000|30.0000|0|AMB-784868|0
U||12|0|6.0000|6.0000|0|AMB-788160|0
U||12|0|.0000|.0000|0|AMB-788345|0
U||18|0|78.0000|78.0000|0|AMB-788363|0
U||18|0|6.0000|6.0000|0|AMB-789768|0
U||18|0|30.0000|18.0000|0|AMB-790003|0
U||12|0|6.0000|6.0000|0|AMB-790544|0
U||12|0|.0000|.0000|0|AMB-790841|0
U||12|0|.0000|.0000|0|AMB-792420|0
U||12|0|.0000|.0000|0|AMB-797897|0
U||12|0|174.0000|114.0000|0|AMB-799495|0
U||12|0|66.0000|18.0000|0|AMB-799906|0
U||12|0|78.0000|18.0000|0|AMB-801163|0
U||12|0|6.0000|6.0000|0|AMB-801211|0
U||12|0|150.0000|150.0000|0|AMB-801793|0
U||12|0|6.0000|6.0000|0|AMB-802742|0
U||12|0|18.0000|18.0000|0|AMB-804828|0
U||12|0|90.0000|78.0000|0|AMB-805021|0
U||12|0|.0000|.0000|0|AMB-805815|0
U||12|0|6.0000|6.0000|0|AMB-807101|0
U||12|0|.0000|.0000|0|AMB-808952|0
U||12|0|.0000|.0000|0|AMB-812027|0
U||12|0|6.0000|6.0000|0|AMB-812384|0
U||12|0|.0000|.0000|0|AMB-813309|0
U||12|0|.0000|.0000|0|AMB-814127|0
U||12|0|6.0000|6.0000|0|AMB-815644|0
U||18|0|30.0000|60.0000|0|AMB-817074|0
U||12|0|.0000|.0000|0|AMB-817747|0
U||12|0|156.0000|138.0000|0|AMB-818075|0
U||12|0|30.0000|30.0000|0|AMB-818351|0
U||18|0|42.0000|30.0000|0|AMB-819421|0
U||12|0|48.0000|30.0000|0|AMB-819626|0
U||12|0|.0000|.0000|0|AMB-821266|0
U||12|0|114.0000|150.0000|0|AMB-825355|0
U||12|0|.0000|.0000|0|AMB-826165|0
U||12|0|54.0000|18.0000|0|AMB-826800|0
U||12|0|114.0000|18.0000|0|AMB-826817|0
U||12|0|18.0000|18.0000|0|AMB-828862|0
U||12|0|.0000|.0000|0|AMB-829140|0
U||12|0|.0000|.0000|0|AMB-830045|0
U||12|0|.0000|.0000|0|AMB-830594|0
U||12|0|30.0000|42.0000|0|AMB-831228|0
U||12|0|.0000|.0000|0|AMB-831919|0
U||12|0|.0000|.0000|0|AMB-833019|0
U||12|0|.0000|.0000|0|AMB-834767|0
U||12|0|6.0000|6.0000|0|AMB-836338|0
U||12|0|42.0000|.0000|0|AMB-837449|0
U||12|0|126.0000|18.0000|0|AMB-838701|0
U||12|0|186.0000|18.0000|0|AMB-839290|0
U||12|0|6.0000|6.0000|0|AMB-839642|0
U||12|0|6.0000|6.0000|0|AMB-840359|0
U||12|0|.0000|.0000|0|AMB-840764|0
U||12|0|6.0000|6.0000|0|AMB-842226|0
U||12|0|.0000|.0000|0|AMB-842330|0
U||12|0|18.0000|30.0000|0|AMB-842534|0
U||12|0|.0000|.0000|0|AMB-842929|0
U||12|0|.0000|.0000|0|AMB-843048|0
U||12|0|42.0000|42.0000|0|AMB-847332|0
U||12|0|6.0000|6.0000|0|AMB-847340|0
U||12|0|.0000|.0000|0|AMB-848895|0
U||12|0|.0000|.0000|0|AMB-849002|0
U||18|0|6.0000|6.0000|0|AMB-851061|0
U||66|0|270.0000|42.0000|0|AMB-851773|1
U||174|0|6.0000|6.0000|0|AMB-851934|2
U||12|0|30.0000|30.0000|0|AMB-854394|0
U||150|0|6.0000|6.0000|0|AMB-855173|2
U||12|0|.0000|.0000|0|AMB-855611|0
U||12|0|246.0000|30.0000|0|AMB-857129|0
U||12|0|18.0000|18.0000|0|AMB-857218|0
U||18|0|66.0000|78.0000|0|AMB-860014|0
U||12|0|.0000|.0000|0|AMB-860225|0
U||12|0|.0000|.0000|0|AMB-860419|0
U||12|0|.0000|.0000|0|AMB-862777|0
U||12|0|174.0000|18.0000|0|AMB-864084|0
U||12|0|30.0000|6.0000|0|AMB-865751|0
U||18|0|6.0000|6.0000|0|AMB-868835|0
U||396|0|222.0000|2388.0000|0|AMB-873986|4
U||12|0|.0000|.0000|0|AMB-874518|0
U||12|0|.0000|.0000|0|AMB-874776|0
U||12|0|6.0000|6.0000|0|AMB-875554|0
U||12|0|.0000|.0000|0|AMB-877167|0
U||12|0|6.0000|6.0000|0|AMB-877415|0
U||60|0|246.0000|42.0000|0|AMB-878442|1
U||12|0|54.0000|66.0000|0|AMB-880459|0
U||12|0|.0000|.0000|0|AMB-882033|0
U||18|0|.0000|.0000|0|AMB-882089|0
U||12|0|6.0000|6.0000|0|AMB-882579|0
U||18|0|90.0000|90.0000|0|AMB-883197|0
U||12|0|.0000|.0000|0|AMB-884923|0
U||12|0|6.0000|6.0000|0|AMB-885004|0
U||12|0|48.0000|.0000|0|AMB-886312|0
U||12|0|6.0000|18.0000|0|AMB-887414|0
U||12|0|18.0000|18.0000|0|AMB-889260|0
U||12|0|270.0000|18.0000|0|AMB-889706|0
U||18|0|36.0000|.0000|0|AMB-890445|0
U||12|0|6.0000|6.0000|0|AMB-891040|0
U||12|0|.0000|.0000|0|AMB-891195|0
U||12|0|174.0000|126.0000|0|AMB-891685|0
U||12|0|.0000|.0000|0|AMB-894184|0
U||12|0|.0000|.0000|0|AMB-894787|0
U||18|0|18.0000|6.0000|0|AMB-896122|0
U||60|0|42.0000|18.0000|0|AMB-899107|1
U||108|0|42.0000|18.0000|0|AMB-900478|1
U||12|0|18.0000|24.0000|0|AMB-901003|0
U||12|0|.0000|.0000|0|AMB-901889|0
U||12|0|6.0000|6.0000|0|AMB-902907|0
U||12|0|198.0000|18.0000|0|AMB-903697|0
U||12|0|30.0000|30.0000|0|AMB-904029|0
U||12|0|30.0000|18.0000|0|AMB-907123|0
U||12|0|36.0000|18.0000|0|AMB-908773|0
U||12|0|.0000|.0000|0|AMB-910310|0
U||60|0|54.0000|6.0000|0|AMB-911154|1
U||18|0|.0000|.0000|0|AMB-911727|0
U||12|0|.0000|.0000|0|AMB-919104|0
U||12|0|.0000|.0000|0|AMB-920366|0
U||18|0|6.0000|6.0000|0|AMB-920515|0
U||12|0|66.0000|66.0000|0|AMB-921683|0
U||12|0|138.0000|18.0000|0|AMB-923404|0
U||474|0|6.0000|306.0000|0|AMB-924337|3
U||12|0|.0000|.0000|0|AMB-929617|0
U||12|0|.0000|.0000|0|AMB-932718|0
U||402|0|252.0000|126.0000|0|AMB-932756|3
U||354|0|6.0000|582.0000|0|AMB-933181|3
U||12|0|6.0000|18.0000|0|AMB-935572|0
U||18|0|78.0000|18.0000|0|AMB-937106|0
U||12|0|30.0000|6.0000|0|AMB-937899|0
U||12|0|6.0000|6.0000|0|AMB-938133|0
U||12|0|42.0000|30.0000|0|AMB-938187|0
U||12|0|.0000|6.0000|0|AMB-940103|0
U||12|0|54.0000|66.0000|0|AMB-940258|0
U||12|0|.0000|.0000|0|AMB-942024|0
U||12|0|30.0000|42.0000|0|AMB-942849|0
U||12|0|6.0000|6.0000|0|AMB-943369|0
U||18|0|72.0000|30.0000|0|AMB-944433|0
U||12|0|6.0000|6.0000|0|AMB-945651|0
U||288|0|18.0000|510.0000|0|AMB-946234|3
U||12|0|6.0000|6.0000|0|AMB-946749|0
U||60|0|624.0000|606.0000|0|AMB-949251|1
U||18|0|30.0000|42.0000|0|AMB-949701|0
U||12|0|6.0000|6.0000|0|AMB-955001|0
U||12|0|6.0000|6.0000|0|AMB-956026|0
U||12|0|18.0000|18.0000|0|AMB-958909|0
U||12|0|.0000|.0000|0|AMB-959630|0
U||18|0|6.0000|282.0000|0|AMB-959830|0
U||174|0|36.0000|.0000|0|AMB-960705|2
U||12|0|.0000|.0000|0|AMB-964026|0
U||18|0|102.0000|18.0000|0|AMB-965523|0
U||12|0|6.0000|6.0000|0|AMB-965526|0
U||12|0|18.0000|30.0000|0|AMB-966298|0
U||12|0|18.0000|6.0000|0|AMB-966988|0
U||12|0|6.0000|6.0000|0|AMB-968176|0
U||12|0|.0000|.0000|0|AMB-968569|0
U||12|0|.0000|.0000|0|AMB-968775|0
U||12|0|.0000|.0000|0|AMB-968784|0
U||18|0|.0000|.0000|0|AMB-969159|0
U||12|0|6.0000|6.0000|0|AMB-969199|0
U||12|0|6.0000|18.0000|0|AMB-969357|0
U||12|0|.0000|.0000|0|AMB-969850|0
U||12|0|.0000|.0000|0|AMB-969856|0
U||1188|0|132.0000|6.0000|0|AMB-970121|2
U||12|0|.0000|.0000|0|AMB-971578|0
U||12|0|.0000|.0000|0|AMB-971978|0
U||12|0|144.0000|150.0000|0|AMB-972137|0
U||12|0|.0000|.0000|0|AMB-973235|0
U||12|0|6.0000|6.0000|0|AMB-975791|0
U||12|0|.0000|.0000|0|AMB-975932|0
U||60|0|6.0000|6.0000|0|AMB-978445|1
U||12|0|6.0000|6.0000|0|AMB-978777|0
U||12|0|78.0000|72.0000|0|AMB-980391|0
U||12|0|.0000|.0000|0|AMB-982935|0
U||12|0|138.0000|162.0000|0|AMB-983115|0
U||18|0|18.0000|30.0000|0|AMB-983234|0
U||12|0|30.0000|42.0000|0|AMB-986120|0
U||18|0|42.0000|42.0000|0|AMB-987225|0
U||12|0|.0000|.0000|0|AMB-987803|0
U||12|0|474.0000|114.0000|0|AMB-987906|0
U||12|0|.0000|.0000|0|AMB-989419|0
U||18|0|6.0000|6.0000|0|AMB-991594|0
U||12|0|.0000|.0000|0|AMB-992131|0
U||66|0|6.0000|6.0000|0|AMB-992262|1
U||60|0|6.0000|162.0000|0|AMB-992580|1
U||12|0|6.0000|6.0000|0|AMB-993195|0
U||12|0|18.0000|6.0000|0|AMB-994179|0
U||12|0|6.0000|6.0000|0|AMB-997067|0
